donor_category	donor_id	donor_name	source_url	country_code	project_name	is_loan	amount_m	currency	amount_m_usd	objectives	main_components	start_date	start_ut	end_date	end_ut	duration	duration_unit	duration_unit_ticks	implementing_agency	executing_agency	Project Name	Loan / Grant	Amount (USD)	Objective/s	Main Component/s	Commencement Date	Duration	Implementing Agency	Executing Agency
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		SME Line of Credit under ADB assistance	True	100.0	USD	100.0	SMEs are a source of economic growth and employment. Yet, they often struggle to access banks loans because banks typically consider SME loans as riskier and more expensive to administer. Objective of the credit line is to improve SME’s access to banks loans in Sri Lanka.	Increasing the supply of SME credit (to SME entrepreneurs via Participatory Financing Institutions - PFIs) through an innovative auctions that will allow the banks to factor the higher costs of SME loans.; Strengthening the supply of creditworthy SMEs through support to three of Sri Lanka’s most dynamic industry clusters.; Expanding the PFIs outreach to underserved SMEs; Providing business development training and capacity training for women entrepreneurs (under attached TA); Strengthening the competitiveness of IT-BPO cluster through an International marketing campaign (under attached TA).	2016-02-23	1456185600						Department of Development Finance	Ministry of Finance and Mass Media	SME Line of Credit under ADB assistance	Loan	USD 100 Mn	SMEs are a source of economic growth and employment. Yet, they often struggle to access banks loans because banks typically consider SME loans as riskier and more expensive to administer. Objective of the credit line is to improve SME’s access to banks loans in Sri Lanka.	Increasing the supply of SME credit (to SME entrepreneurs via Participatory Financing Institutions - PFIs) through an innovative auctions that will allow the banks to factor the higher costs of SME loans.; Strengthening the supply of creditworthy SMEs through support to three of Sri Lanka’s most dynamic industry clusters.; Expanding the PFIs outreach to underserved SMEs; Providing business development training and capacity training for women entrepreneurs (under attached TA); Strengthening the competitiveness of IT-BPO cluster through an International marketing campaign (under attached TA).	2016-02-23		Department of Development Finance	Ministry of Finance and Mass Media
multilateral	7	World Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=7&today=2022-03-14&Itemid=322&lang=en		Accelerating  Higher Education Expansion and Development Operation (AHEAD)	False	100.0	USD	100.0	To increase enrolment in higher education programs that are important for an aspiring upper middle income countries and to develop the higher education sector in areas of vital importance for future economic development.	Increasing Enrolment in higher education in priority Areas for Economic Development; Improving the quality of higher education; Promoting research and development, innovation.	2017-01-01	1483228800						Ministry of Higher Education and Highways	University Grant commission, Sri Lanka Institute of Advanced Technological Institute and non-state higher education institutes	Accelerating  Higher Education Expansion and Development Operation (AHEAD)	Loan (IDA/IBRD)	USD 100 Million (IDA - USD 33 mn, IBRD - USD 67 Mn)	To increase enrolment in higher education programs that are important for an aspiring upper middle income countries and to develop the higher education sector in areas of vital importance for future economic development.	Increasing Enrolment in higher education in priority Areas for Economic Development; Improving the quality of higher education; Promoting research and development, innovation.	2017-01-01		Ministry of Higher Education and Highways	University Grant commission, Sri Lanka Institute of Advanced Technological Institute and non-state higher education institutes
multilateral	7	World Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=7&today=2022-03-14&Itemid=322&lang=en		Transforming the school education system as the foundation of a knowledge hub project	True	100.0	USD	100.0	To enhance access to, and quality of, primary and secondary education to provide a foundation for knowledge - based economic and social development of the country.	Promoting Access to primary and secondary education; Improving the quality of education, through supporting enhanced learning outcomes and improved orientation towards the economic development and social needs of the country; Strengthening governance and delivery of education services, through empowering schools with greater managerial authority and responsibility, and developing the planning, administration and monitoring capacity of the provincial, zonal and divisional levels of the education system.	2012-05-18	1337299200						Ministry of Education and Ministry of Local Government and Provincial Councils		Transforming the school education system as the foundation of a knowledge hub project	Loan	USD 100 Mn	To enhance access to, and quality of, primary and secondary education to provide a foundation for knowledge - based economic and social development of the country.	Promoting Access to primary and secondary education; Improving the quality of education, through supporting enhanced learning outcomes and improved orientation towards the economic development and social needs of the country; Strengthening governance and delivery of education services, through empowering schools with greater managerial authority and responsibility, and developing the planning, administration and monitoring capacity of the provincial, zonal and divisional levels of the education system.	2012-05-18		Ministry of Education and Ministry of Local Government and Provincial Councils	
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Northern Road Connectivity Project - Additional Financing	True	98.0	USD	98.0	Improve road connectivity within the Northern Province and between the Northern Province and Southern Region in Sri Lanka.	Rehabilitation and improvement of about  80 km of National Highways in Northern and North Central Provinces; Rehabilitation of about  50km of provincial roads and rehabilitating and/or replacement of selected bridges in Northern Province; Rehabilitation of about 70 km of provincial roads and rehabilitation and/or replacement of selected bridges in the North Central Province.	2012-11-19	1353283200						Road Development Authority, Northern Provincial Road Development Department, North Central Provincial Road Development Authority	Ministry of Higher Education and Highways Ministry of Provincial Councils and Local Government	Northern Road Connectivity Project - Additional Financing	Loan	USD 98 Mn	Improve road connectivity within the Northern Province and between the Northern Province and Southern Region in Sri Lanka.	Rehabilitation and improvement of about  80 km of National Highways in Northern and North Central Provinces; Rehabilitation of about  50km of provincial roads and rehabilitating and/or replacement of selected bridges in Northern Province; Rehabilitation of about 70 km of provincial roads and rehabilitation and/or replacement of selected bridges in the North Central Province.	2012-11-19		Road Development Authority, Northern Provincial Road Development Department, North Central Provincial Road Development Authority	Ministry of Higher Education and Highways Ministry of Provincial Councils and Local Government
bilateral	10	EXIM Bank of India	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=10&today=2022-03-14&Itemid=321&lang=en	IN	Polgahawela, Pothuhera and Alawwa Integrated Water Supply Project	True	91.8	USD	91.8			2016-03-08	1457395200			4.0	year	126230400.0	National Water Supply & Drainage Board	Ministry of City Planning & Water Supply	Polgahawela, Pothuhera and Alawwa Integrated Water Supply Project	Loan	USD 91.8 Million			2016-03-08	4 Years	National Water Supply & Drainage Board	Ministry of City Planning & Water Supply
bilateral	4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	CN	Consultancy Services for Design Review & Construction Supervision of Civil Works on Extension of Southern Expressway Project.	True	90.0	USD	90.0		Provide consultancy service for design review and construction supervsion of civil work of the Southern Expressway from Matara to Hambantota.	2017-01-22	1485043200			5.0	year	157788000.0	Road Development Authority	Ministry of Higher Education & Highways	Consultancy Services for Design Review & Construction Supervision of Civil Works on Extension of Southern Expressway Project.	Loan	90 mn		Provide consultancy service for design review and construction supervsion of civil work of the Southern Expressway from Matara to Hambantota.	2017-01-22	5 Years	Road Development Authority	Ministry of Higher Education & Highways
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Jaffna Kilinochchi Water Supply & project	True	90.0	USD	90.0	Improved health and human development in urban areas of Jaffna Peninsula; Improved water supply and sanitation infrastructure for residents and returning internally displaced persons in target urban areas; Improved protection and management of Jaffna Peninsula,s and Poneryn in Kilinochchi.	Improvement of Water supply and Sanitation Infrastructure.; Strengthening Jaffna Water Resource Management.; Building NWSDB capacity in project implementation and developing their regional office in Jaffna.	2011-02-08	1297123200						National Water Supply & Drainage Board	Ministry of City Planning and Water Supply	Jaffna Kilinochchi Water Supply & project	Loan	USD 90 Mn	Improved health and human development in urban areas of Jaffna Peninsula; Improved water supply and sanitation infrastructure for residents and returning internally displaced persons in target urban areas; Improved protection and management of Jaffna Peninsula,s and Poneryn in Kilinochchi.	Improvement of Water supply and Sanitation Infrastructure.; Strengthening Jaffna Water Resource Management.; Building NWSDB capacity in project implementation and developing their regional office in Jaffna.	2011-02-08		National Water Supply & Drainage Board	Ministry of City Planning and Water Supply
bilateral	4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	CN	Colombo Lotus Tower Project	True	88.6	USD	88.6	To establish a multipurpose television and telecommunication tower with a leisure park in Colombo.	Construction of a 350m high multifunctional tower with a floor area including Radio and TV Transmission, Restaurants, Hotels, Conference & Exhibition facilities with a Leisure Park.	2012-09-17	1347840000						Telecommunications Regulatory Commission of Sri Lanka	Presidential Secretariat of Sri Lanka	Colombo Lotus Tower Project	Loan	USD 88.6 Mn	To establish a multipurpose television and telecommunication tower with a leisure park in Colombo.	Construction of a 350m high multifunctional tower with a floor area including Radio and TV Transmission, Restaurants, Hotels, Conference & Exhibition facilities with a Leisure Park.	2012-09-17		Telecommunications Regulatory Commission of Sri Lanka	Presidential Secretariat of Sri Lanka
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Greater Colombo Water & Wastewater Management Improvement Investment Program - Trance 2	True	88.0	USD	88.0	Improve water supply service and management in Colombo city through improving efficiency and financial sustainability of water supply service.	Rehabilitating water supply network and reducing Non Revenue Water in south part of Colombo city.; Strengthening institutional structure and capacity of National Water Supply and Drainage Board and Colombo Municipal Council.	2014-06-03	1401753600						National Water Supply & Drainage Board & Colombo Municipal Council	Ministry of City Planning and Water Supply  & Ministry of Provincial Councils and Local Government	Greater Colombo Water & Wastewater Management Improvement Investment Program - Trance 2	Loan	USD 88 Mn	Improve water supply service and management in Colombo city through improving efficiency and financial sustainability of water supply service.	Rehabilitating water supply network and reducing Non Revenue Water in south part of Colombo city.; Strengthening institutional structure and capacity of National Water Supply and Drainage Board and Colombo Municipal Council.	2014-06-03		National Water Supply & Drainage Board & Colombo Municipal Council	Ministry of City Planning and Water Supply  & Ministry of Provincial Councils and Local Government
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Greater Colombo Water & Wastewater Management Improvement Investment Program - Trance 1	True	84.0	USD	84.0	Improve water supply service and management in Colombo city through improving efficiency and financial sustainability of water supply service.	Rehabilitating water supply network and reducing Non Revenue Water in north part of Colombo city.; Strengthening institutional structure and capacity of National Water Supply and Drainage Board.	2013-06-28	1372377600						National Water Supply & Drainage Board	Ministry of City Planning and Water Supply	Greater Colombo Water & Wastewater Management Improvement Investment Program - Trance 1	Loan	USD 84 Mn	Improve water supply service and management in Colombo city through improving efficiency and financial sustainability of water supply service.	Rehabilitating water supply network and reducing Non Revenue Water in north part of Colombo city.; Strengthening institutional structure and capacity of National Water Supply and Drainage Board.	2013-06-28		National Water Supply & Drainage Board	Ministry of City Planning and Water Supply
multilateral	7	World Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=7&today=2022-03-14&Itemid=322&lang=en		Additional Financing for Dam Safety and Water Resources Planning Project	True	83.0	USD	83.0	Objective is to support increasing agricultural productivity, improving market access and enhancing value addition of small holder farmers and agribusinesses in the project areas.	"Supporting Selected Mid-Level Reforms through Results-Based Financing; Supporting Strengthening Regulators’ Capacity  

Strengthening CBSL capacity
Strengthening SEC capacity
Strengthening IBSL capacity; Strengthening CBSL capacity; Strengthening SEC capacity; Strengthening IBSL capacity; Project Implementation and Monitoring"	2008-05-01	1209600000						Ministry of Irrigation and Water Resources Management	Mahaweli Authority of Sri Lanka, Irrigation Department, National Water Supply and Drainage Board, Northern Provincial Council	Additional Financing for Dam Safety and Water Resources Planning Project	Loan	USD 83.0 Mn	Objective is to support increasing agricultural productivity, improving market access and enhancing value addition of small holder farmers and agribusinesses in the project areas.	"Supporting Selected Mid-Level Reforms through Results-Based Financing; Supporting Strengthening Regulators’ Capacity  

Strengthening CBSL capacity
Strengthening SEC capacity
Strengthening IBSL capacity; Strengthening CBSL capacity; Strengthening SEC capacity; Strengthening IBSL capacity; Project Implementation and Monitoring"	2008-05-01		Ministry of Irrigation and Water Resources Management	Mahaweli Authority of Sri Lanka, Irrigation Department, National Water Supply and Drainage Board, Northern Provincial Council
bilateral	28	French Agency for Development	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=28&today=2022-03-14&Itemid=321&lang=en	FR	Sanitation Hygiene Initiative for Towns Project - Phase I	True	76.0	EUR	82.84			2016-06-01	1464739200						National Water Supply and Drainage Board	Ministry of City Planning and Water Supply	Sanitation Hygiene Initiative for Towns Project - Phase I	Loan	Euro 76,000,000			2016-06-01		National Water Supply and Drainage Board	Ministry of City Planning and Water Supply
bilateral	17	East Asia - Japan	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=17&today=2022-03-14&Itemid=321&lang=en	JP	Habarana - Veyangoda Transmission Line Project SL - P106	True	9573.0	JPY	81.3705	Improve the stability & reliability of the electricity transmission system and to cater the growing demand of the country.	Construction of 220kV Transmission Line in 148km length, between new Habarana substation and Veyangoda Grid Station; Terminating 132kV Habarana - Anuradhapura old transmission lines to New Habarana; Shifting 132kV Habarana - Ukuwela, Habarana - Valachchenai transmission lines to New Habarana; Construction of 220kV Double in & Out connection from Kothmale to Anuradhapura transmission line; Construction of New Habarana Switching station and Augmentation of Veyangoda Substation.	2012-03-28	1332892800						Ceylon Electricity Board	Ministry of Power & Renewable Energy	Habarana - Veyangoda Transmission Line Project SL - P106	Loan	JPY 9,573 Mn	Improve the stability & reliability of the electricity transmission system and to cater the growing demand of the country.	Construction of 220kV Transmission Line in 148km length, between new Habarana substation and Veyangoda Grid Station; Terminating 132kV Habarana - Anuradhapura old transmission lines to New Habarana; Shifting 132kV Habarana - Ukuwela, Habarana - Valachchenai transmission lines to New Habarana; Construction of 220kV Double in & Out connection from Kothmale to Anuradhapura transmission line; Construction of New Habarana Switching station and Augmentation of Veyangoda Substation.	2012-03-28		Ceylon Electricity Board	Ministry of Power & Renewable Energy
multilateral	46	AIIB - Asian Infrastructure Investment Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=46&today=2022-03-14&Itemid=322&lang=en		Reduction of Landslide Vulnerability by mitigation measures project	True	80.0	USD	80.0			2019-04-29	1556496000			4.0	year	126230400.0	National Building Research Institution	National Building Research Institution	Reduction of Landslide Vulnerability by mitigation measures project	Loan	80			2019-04-29	4 years	National Building Research Institution	National Building Research Institution
bilateral	32	HSBC Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=32&today=2022-03-14&Itemid=321&lang=en		Purchase and Delivery of 09 Nos Diesel Multiple Units for Upcountry Line Operations in Sri Lanka Railways Project	True	79.8	USD	79.8			2018-04-27	1524787200						Ministry of Transport and Civil Aviation	Ministry of Transport and Civil Aviation	Purchase and Delivery of 09 Nos Diesel Multiple Units for Upcountry Line Operations in Sri Lanka Railways Project	Loan	79.8 Million			2018-04-27		Ministry of Transport and Civil Aviation	Ministry of Transport and Civil Aviation
bilateral	4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	CN	Greater Kurunegala Water Supply & Sanitation Project	True	77.0	USD	77.0	To meet the present & future demand of drinking water in the Greater Kurunegala area.	Increasing water supply capacity from 6500m3/d to 13000m3/d and establish a proper waste water disposal system with a capacity 0f 4500m3/d.	2013-09-18	1379462400						National Water Supply & Drainage Board	Ministry of City Planning & Water Supply	Greater Kurunegala Water Supply & Sanitation Project	Loan	USD 77 Mn	To meet the present & future demand of drinking water in the Greater Kurunegala area.	Increasing water supply capacity from 6500m3/d to 13000m3/d and establish a proper waste water disposal system with a capacity 0f 4500m3/d.	2013-09-18		National Water Supply & Drainage Board	Ministry of City Planning & Water Supply
bilateral	37	EDCF EXIM Bank of Korea	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=37&today=2022-03-14&Itemid=321&lang=en	KR	Ruhunupura Water Supply Project	True	76.0	USD	76.0	Provide safe drinking water to a population of about 112,000 people; Cater the Commercial and Industrial water demand of the area; Cater the future water demand of the area which has been assessed as 35000 m3 day in the year 2025; Source improvement and construction of an intake at Ridiyagama tank; Construction of a 17,500m3/day  treatment plant at Koggalla; Ssupply and laying of 45 km of water transmission system; Construction of 4 ground reservoirs and 4 elevated towers; Supply and laying of 400 km long distribution pipe network		2009-04-16	1239840000						National Water Supply and Drainage Board	Ministry of Water Supply and Drainage	Ruhunupura Water Supply Project	Loan	76 Milion	Provide safe drinking water to a population of about 112,000 people; Cater the Commercial and Industrial water demand of the area; Cater the future water demand of the area which has been assessed as 35000 m3 day in the year 2025; Source improvement and construction of an intake at Ridiyagama tank; Construction of a 17,500m3/day  treatment plant at Koggalla; Ssupply and laying of 45 km of water transmission system; Construction of 4 ground reservoirs and 4 elevated towers; Supply and laying of 400 km long distribution pipe network		2009-04-16		National Water Supply and Drainage Board	Ministry of Water Supply and Drainage
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Southern Road Connectivity Project	True	75.0	USD	75.0	Improve road connectivity between the expressway network and the local transport network in south region Ministry of Finance and Mass Media.	"The project is supporting the improvement of around 33.5 kilometers of following national highways that link to interchanges of the Southern Expressway;

Rathmalana - Mirihana:  2.14 km (CP 01)
Moratuwa - Piliyandala:  2.5 km (CP 01)
Kirulapone - Homagama:  1.79 km (CP 02)
Southern Expressway - Matugama: 10.37 km (CP 03)
Kesbewa - Pokunuwita: 14.38 km (CP 02)
Ambatale - CINEC Junction: 1.88 km (CP 04); Rathmalana - Mirihana:  2.14 km (CP 01); Moratuwa - Piliyandala:  2.5 km (CP 01); Kirulapone - Homagama:  1.79 km (CP 02); Southern Expressway - Matugama: 10.37 km (CP 03); Kesbewa - Pokunuwita: 14.38 km (CP 02); Ambatale - CINEC Junction: 1.88 km (CP 04); The project is also helping Sri Lanka's Road Development Authority develop a long-term expressway plan, carry out a feasibility study for 250 kilometers of national highways, and undertake detailed engineering for about 200 kilometers of national highways"	2014-05-14	1400025600						Road Development Authority	Ministry of Higher Education and Highways	Southern Road Connectivity Project	Loan	USD 75 Mn	Improve road connectivity between the expressway network and the local transport network in south region Ministry of Finance and Mass Media.	"The project is supporting the improvement of around 33.5 kilometers of following national highways that link to interchanges of the Southern Expressway;

Rathmalana - Mirihana:  2.14 km (CP 01)
Moratuwa - Piliyandala:  2.5 km (CP 01)
Kirulapone - Homagama:  1.79 km (CP 02)
Southern Expressway - Matugama: 10.37 km (CP 03)
Kesbewa - Pokunuwita: 14.38 km (CP 02)
Ambatale - CINEC Junction: 1.88 km (CP 04); Rathmalana - Mirihana:  2.14 km (CP 01); Moratuwa - Piliyandala:  2.5 km (CP 01); Kirulapone - Homagama:  1.79 km (CP 02); Southern Expressway - Matugama: 10.37 km (CP 03); Kesbewa - Pokunuwita: 14.38 km (CP 02); Ambatale - CINEC Junction: 1.88 km (CP 04); The project is also helping Sri Lanka's Road Development Authority develop a long-term expressway plan, carry out a feasibility study for 250 kilometers of national highways, and undertake detailed engineering for about 200 kilometers of national highways"	2014-05-14		Road Development Authority	Ministry of Higher Education and Highways
multilateral	7	World Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=7&today=2022-03-14&Itemid=322&lang=en		Social Safety Nets Project	True	75.0	USD	75.0	To contribute to the improved equity, efficiency and transparency of Sri Lanka’s social safety net programs for the benefit of the poor and vulnerable.	Building a Unified Social Registry; Integrated Service Delivery Systems; Support for the Project Implementation Monitoring and Planning	2017-01-01	1483228800			5.0	year	157788000.0	Ministry of Finance	Project Management Unit under the Ministry of Finance, ICTA, Welfare Development Board	Social Safety Nets Project	Loan	USD 75.0 Mn	To contribute to the improved equity, efficiency and transparency of Sri Lanka’s social safety net programs for the benefit of the poor and vulnerable.	Building a Unified Social Registry; Integrated Service Delivery Systems; Support for the Project Implementation Monitoring and Planning	2017-01-01	5 1/2 Years	Ministry of Finance	Project Management Unit under the Ministry of Finance, ICTA, Welfare Development Board
multilateral	7	World Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=7&today=2022-03-14&Itemid=322&lang=en		Financial Sector Modernization Project	True	75.0	USD	75.0	To Contribute to increasing financial market efficiency and use of financial services among micro, small and medium enterprises (MSMEs) individuals which will be achieved through modernizing financial market infrastructure, upgrading the legal and regulatory framework for the financial system and strengthening institutional capacity of financial sector regulators i.e. CBSL, SEC and IBSL.	"Supporting Selected Mid-Level Reforms through Results-Based Financing; Supporting Strengthening Regulators’ Capacity  

Strengthening CBSL capacity
Strengthening SEC capacity
Strengthening IBSL capacity; Strengthening CBSL capacity; Strengthening SEC capacity; Strengthening IBSL capacity; Project Implementation and Monitoring"	2017-01-01	1483228800						Ministry of Finance and Ministry of National Policies and Economic Affairs	Central Bank of Sri Lanka, Securities and Exchange Commission of Sri Lanka, Insurance Board of Sri Lanka	Financial Sector Modernization Project	Loan	US$  75 Million	To Contribute to increasing financial market efficiency and use of financial services among micro, small and medium enterprises (MSMEs) individuals which will be achieved through modernizing financial market infrastructure, upgrading the legal and regulatory framework for the financial system and strengthening institutional capacity of financial sector regulators i.e. CBSL, SEC and IBSL.	"Supporting Selected Mid-Level Reforms through Results-Based Financing; Supporting Strengthening Regulators’ Capacity  

Strengthening CBSL capacity
Strengthening SEC capacity
Strengthening IBSL capacity; Strengthening CBSL capacity; Strengthening SEC capacity; Strengthening IBSL capacity; Project Implementation and Monitoring"	2017-01-01		Ministry of Finance and Ministry of National Policies and Economic Affairs	Central Bank of Sri Lanka, Securities and Exchange Commission of Sri Lanka, Insurance Board of Sri Lanka
bilateral	17	East Asia - Japan	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=17&today=2022-03-14&Itemid=321&lang=en	JP	The Project of the Establishment of a Doppler Weather Radar Network in Sri Lanka	False	72.6	USD	72.6		Constructing  the tower buildings to establish a Doppler Weather Radar Network; Including C- Band Pulse Compression, Meteorological Radar Central Processing System, Meteorological Radar Data Display Systems and Meteorological Data Communication System; Giving technical support for strengthening the monitoring capability of hazardous meteorological phenomena of the staff of the Department of Meteorology.	2017-02-02	1485993600			7.0	year	220903200.0	Department of Meteorology	Ministry of Disaster Management	The Project of the Establishment of a Doppler Weather Radar Network in Sri Lanka	Grant	72.6 Million		Constructing  the tower buildings to establish a Doppler Weather Radar Network; Including C- Band Pulse Compression, Meteorological Radar Central Processing System, Meteorological Radar Data Display Systems and Meteorological Data Communication System; Giving technical support for strengthening the monitoring capability of hazardous meteorological phenomena of the staff of the Department of Meteorology.	2017-02-02	7 Years	Department of Meteorology	Ministry of Disaster Management
bilateral	32	HSBC Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=32&today=2022-03-14&Itemid=321&lang=en		Upgrading Health Facilities in Selected Hospitals	True	72.25	USD	72.25			2019-06-21	1561075200			4.0	year	126230400.0	Ministry of Health & Indigenous Medicine	Ministry of Health & Indigenous Medicine	Upgrading Health Facilities in Selected Hospitals	Loan	72.25 million			2019-06-21	4 Years	Ministry of Health & Indigenous Medicine	Ministry of Health & Indigenous Medicine
bilateral	28	French Agency for Development	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=28&today=2022-03-14&Itemid=321&lang=en	FR	Ambatale Water Supply System Improvements & Energy Saving Project	True	70.0	USD	70.0			2014-09-29	1411948800						National Water Supply and Drainage Board	Ministry of City Planning and Water Supply	Ambatale Water Supply System Improvements & Energy Saving Project	Loan	USD 70,000,000			2014-09-29		National Water Supply and Drainage Board	Ministry of City Planning and Water Supply
bilateral	13	China - Industrial & Commercial Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=13&today=2022-03-14&Itemid=321&lang=en	CN	Broadlands HydroPower Project	True	69.7	USD	69.7	To generate significant economic benefits to the country through the development of low cost renewable power sources.	Construction of 24m high & 144m long main dam, 19m high & 48m long diversion dam, 2.7m diameter & 850m long diversion tunnel, 5.4m diameter & 3Km long main tunnel, 35MW surface power station (2 units of 17.5MW), switch yard and 4Km long transmission line.	2013-01-16	1358294400						Ceylon Electricity Board	Ministry of Power & Renewable Energy	Broadlands HydroPower Project	Loan	USD 69.7 Mn	To generate significant economic benefits to the country through the development of low cost renewable power sources.	Construction of 24m high & 144m long main dam, 19m high & 48m long diversion dam, 2.7m diameter & 850m long diversion tunnel, 5.4m diameter & 3Km long main tunnel, 35MW surface power station (2 units of 17.5MW), switch yard and 4Km long transmission line.	2013-01-16		Ceylon Electricity Board	Ministry of Power & Renewable Energy
bilateral	37	EDCF EXIM Bank of Korea	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=37&today=2022-03-14&Itemid=321&lang=en	KR	Improvement of Anuradhapura – Padeniya Road	True	66.0	USD	66.0	Improve the road section between Padeniya-Anuradhapura to provide high mobility transport	Shorten the travel time and travel cost.; Improve quality of public transportation service and decrease the traffic accident.; Promote National economic development and balanced regional development.; Improve tourist industry.	2008-12-19	1229644800						Road Development Authority	Ministry of Highways and Road Development	Improvement of Anuradhapura – Padeniya Road	Loan	66 Milion	Improve the road section between Padeniya-Anuradhapura to provide high mobility transport	Shorten the travel time and travel cost.; Improve quality of public transportation service and decrease the traffic accident.; Promote National economic development and balanced regional development.; Improve tourist industry.	2008-12-19		Road Development Authority	Ministry of Highways and Road Development
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Eastern and North Central Provincial Road Project	True	65.3	USD	65.3			2009-10-22	1256169600						Eastern Provincial Councils (through the Eastern Provincial Road Development Department) and the North Central Provincial Councils (through the North Central Provincial Road Development Authority).	Ministry of Provincial Councils and Local Government	Eastern and North Central Provincial Road Project	Loan	USD 65.3 Mn			2009-10-22		Eastern Provincial Councils (through the Eastern Provincial Road Development Department) and the North Central Provincial Councils (through the North Central Provincial Road Development Authority).	Ministry of Provincial Councils and Local Government
